product_page_url,title,category,price,rating,availability,available_count,upc,description,image_url
https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,46.33,2,In stock,0,48cb52d78c992487,"Where was God when ____? How could God allow ____? Why? These are the questions that flood our hearts and minds when the unimaginable happens. When things go horribly wrong and the world seems to be unraveling, how do you believe in God s goodness? How do you cling to hope? Chad Veach directs readers away from cliched Sunday school answers that fail to offer real comfort o Where was God when ____? How could God allow ____? Why? These are the questions that flood our hearts and minds when the unimaginable happens. When things go horribly wrong and the world seems to be unraveling, how do you believe in God s goodness? How do you cling to hope? Chad Veach directs readers away from cliched Sunday school answers that fail to offer real comfort or provide faith-building insights. Instead, he draws from God s promises in the Bible and from the story of his own daughter s diagnosis of a devastating and debilitating disease to reveal simple, purposeful steps for dealing with pain. Resting in God s love, remembering his past faithfulness, and realizing the distinction between having faith and clinging to hope are just some of these steps. Veach reminds us that because we know who God is, we know there is hope.""",https://books.toscrape.com/media/cache/80/43/804385d2b49e2f9e26a7d88b8ccaf62d.jpg
https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html,If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,20.91,1,In stock,0,8fab4c4f6f82a4ce,"If I Gave You God’s Phone Number… - Survey reveals people's relationships with their CreatorWhat do a Cherokee Medicine Woman, a Death Row inmate, an Afghani Sufi Mystic, a Catholic, a Jew, several praying kids, and Mare Cromwell have in common? They all feel strongly about who or what they think God is, why things happen the way they do, and what will become of us in the future. They question, praise and criticize God in the hopes of better understanding themselves and others. In a world challenged by economic issues, climate change, war, and constant threat of terrorism, people are pausing from their daily routines to ask the deeper questions and wonder about the divine and mysterious nature of their Creator.In this book, author and spiritual seeker Mare Cromwell interviews people from all walks of life, asking, “If I gave you God’s phone number, what would you do with it?” This spiritual memoir, framed by twenty-one interviews with people from all walks of life, combines the oral tradition of Studs Terkel with the soulful searchings of Neale Donald Welsh. If I gave you God’s phone number… offers the reader what only the best books offer—windows into the most authentic reaches of the soul. Cromwell’s conscientious selection of interview subjects, and her deft questioning, which presses them to go deeper and deeper, is what lends the book its striking range. This diorama of spiritual postures—some passionate, some highly intellectualized—is impossible to look away from, infects the reader with a fever of curiosity about the human condition, and then proceeds to administer…",https://books.toscrape.com/media/cache/91/1a/911a12f954fc65fc4cc0e8a8f8b30750.jpg
https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,32.24,5,In stock,0,7d6d2a6c0276f81b,"Change and anger are in the air. Looking for answers to today’s wrenching challenges, William Martin turns to the Tao Te Ching and finds that while Taoism is known for its quiet, enigmatic wisdom, the Tao can also have the cleansing force of a rushing river.Through his interpretation of this ancient Chinese text, Martin elucidates revolutionary messages condemning power-se Change and anger are in the air. Looking for answers to today’s wrenching challenges, William Martin turns to the Tao Te Ching and finds that while Taoism is known for its quiet, enigmatic wisdom, the Tao can also have the cleansing force of a rushing river.Through his interpretation of this ancient Chinese text, Martin elucidates revolutionary messages condemning power-seeking and greed. He emphasizes that humans have a “natural virtue” that can help them heal the planet; shows how Taoism’s simplicity can be subversive and its flexibility a potent force; and reassures that “when injustice is the rule, justice always lies in wait.”Provocative and stirring, Martin’s Tao flows within and through those who ride the waves of anger and frustration and gently guides them to true freedom.“We have learned the secret of transformation: Injustice feeds our determination. Hate increases our love. Wounds bring forth our healing, and fear uncovers our courage and serenity.”— from The Activist’s Tao Te Ching",https://books.toscrape.com/media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg
https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,Chasing Heaven: What Dying Taught Me About Living,Spirituality,37.8,2,In stock,0,513271dadc1322ae,"From the author of the New York Times bestseller, Waking Up in Heaven, comes an extraordinary story about Crystal McVea’s personal transformation after visiting heaven and how readers can experience heaven themselves—and live a more meaningful life.On December 10, 2009, Crystal McVea was being treated in a hospital for pancreatitis. Her heart stopped pumping for nine minut From the author of the New York Times bestseller, Waking Up in Heaven, comes an extraordinary story about Crystal McVea’s personal transformation after visiting heaven and how readers can experience heaven themselves—and live a more meaningful life.On December 10, 2009, Crystal McVea was being treated in a hospital for pancreatitis. Her heart stopped pumping for nine minutes before doctors managed to revive her. In those nine minutes, she went to heaven, stood with God, and was forever changed.Ever since Crystal’s incredible experience, her life has been profoundly different. She has become a brand new person in every conceivable way—heart, mind, soul, and spirit. By dying, Crystal learned how to live. Crystal realized that heaven is real and our true home, but we are still meant to have meaningful lives full of passion and purpose right here on earth. She believes we have to chase heaven while we are still alive and allow God to turn our lukewarm love into a firestorm of faith. Chasing Heaven is the story of how God called to Crystal, what He told her, and how she found a way to get closer to Him again here on earth.Crystal assures us that we don’t have to die and go to heaven in order to ignite our…",https://books.toscrape.com/media/cache/87/cd/87cd2aa5c4e38244ffcb17b84b0f6efd.jpg
https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,17.66,5,In stock,0,6258a1f6a6dcfe50,"In The Four Agreements, don Miguel Ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. Based on ancient Toltec wisdom, the Four Agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love. The Four Agreements are: Be Impeccable With Your Word, Don't Take Anything Personally, Don't Make Assumptions, Always Do Your Best.",https://books.toscrape.com/media/cache/2b/1b/2b1bfecae9d512cb6ee943ccf786216f.jpg
https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html,We Are All Completely Beside Ourselves,Contemporary,24.04,1,In stock,0,be3db344a845580b,"Meet the Cooke family. Our narrator is Rosemary Cooke. As a child, she never stopped talking; as a young woman, she has wrapped herself in silence: the silence of intentional forgetting, of protective cover. Something happened, something so awful she has buried it in the recesses of her mind.Now her adored older brother is a fugitive, wanted by the FBI for domestic terrori Meet the Cooke family. Our narrator is Rosemary Cooke. As a child, she never stopped talking; as a young woman, she has wrapped herself in silence: the silence of intentional forgetting, of protective cover. Something happened, something so awful she has buried it in the recesses of her mind.Now her adored older brother is a fugitive, wanted by the FBI for domestic terrorism. And her once lively mother is a shell of her former self, her clever and imperious father now a distant, brooding man.And Fern, Rosemary’s beloved sister, her accomplice in all their childhood mischief? Fern’s is a fate the family, in all their innocence, could never have imagined.",https://books.toscrape.com/media/cache/8d/95/8d95f4fd1ea785555a28d6371444ce6d.jpg
https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,Someone Like You (The Harrisons #2),Contemporary,52.79,5,In stock,0,a278db6b2b09cf9f,"Pierce Harrison--yes, that Pierce Harrison, black sheep of the wealthy Harrison clan--has come home to his family's luxurious Long Island compound. The big question is why the dangerously sexy soccer star agreed to coach a kids' soccer team. His co-coach Abby McCord should be grateful. Instead she's fending off some seriously smoldering advances from the scandal-ridden ath Pierce Harrison--yes, that Pierce Harrison, black sheep of the wealthy Harrison clan--has come home to his family's luxurious Long Island compound. The big question is why the dangerously sexy soccer star agreed to coach a kids' soccer team. His co-coach Abby McCord should be grateful. Instead she's fending off some seriously smoldering advances from the scandal-ridden athlete. Good thing bad boys are so not her type . . . Abby is definitely not lacking in passion, but the sweet-faced beauty needs to learn a thing or two about taking a team to the championship--and a whole lot about how to let a man into her once-broken heart. Pierce definitely knows how to make the moves, but will Abby trust that the bachelor the world has condemned as a scoundrel can settle down with the one woman who has taken hold of his heart?",https://books.toscrape.com/media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg
https://books.toscrape.com/catalogue/rework_212/index.html,Rework,Business,44.88,2,In stock,0,8e9dd8431170c09e,"Most business books give you the same old advice: Write a business plan, study the competition, seek investors, yadda yadda. If you're looking for a book like that, put this one back on the shelf.Rework shows you a better, faster, easier way to succeed in business. Read it and you'll know why plans are actually harmful, why you don't need outside investors, and why you're better off ignoring the competition. The truth is, you need less than you think. You don't need to be a workaholic. You don't need to staff up. You don't need to waste time on paperwork or meetings. You don't even need an office. Those are all just excuses. What you really need to do is stop talking and start working. This book shows you the way. You'll learn how to be more productive, how to get exposure without breaking the bank, and tons more counterintuitive ideas that will inspire and provoke you.With its straightforward language and easy-is-better approach, Rework is the perfect playbook for anyone who’s ever dreamed of doing it on their own. Hardcore entrepreneurs, small-business owners, people stuck in day jobs they hate, victims of ""downsizing,"" and artists who don’t want to starve anymore will all find valuable guidance in these pages.",https://books.toscrape.com/media/cache/12/23/12233a9d0bf8187a988c27c6a54b3d31.jpg
https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,33.92,3,In stock,0,70c7c3ca7f9b2728,"Most startups fail. But many of those failures are preventable. The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched. Eric Ries defines a startup asan organization dedicated to creating something new under conditions of extreme uncertainty. This is just as true for one person in a garage or a Most startups fail. But many of those failures are preventable. The Lean Startup is a new approach being adopted across the globe, changing the way companies are built and new products are launched. Eric Ries defines a startup as an organization dedicated to creating something new under conditions of extreme uncertainty. This is just as true for one person in a garage or a group of seasoned professionals in a Fortune 500 boardroom. What they have in common is a mission to penetrate that fog of uncertainty to discover a successful path to a sustainable business. The Lean Startup approach fosters companies that are both more capital efficient and that leverage human creativity more effectively. Inspired by lessons from lean manufacturing, it relies on “validated learning,” rapid scientific experimentation, as well as a number of counter-intuitive practices that shorten product development cycles, measure actual progress without resorting to vanity metrics, and learn what customers really want. It enables a company to shift directions with agility, altering plans inch by inch, minute by minute. Rather than wasting time creating elaborate business plans, The Lean Startup offers entrepreneurs - in companies of…",https://books.toscrape.com/media/cache/52/6e/526e9f360da288db64ca70c89cdbcaa9.jpg
https://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,Born for This: How to Find the Work You Were Meant to Do,Business,21.59,5,In stock,0,816180220e8cb419,"To the outside observer, it seems like they’ve won the career lottery—that by some stroke of luck or circumstance, they’ve found the one thing they love so much that it doesn’t even feel like work, and they’re getting paid well to do it. In reality, their good fortune has nothing to do with chance. There’s a method for finding your perfect job, and Chris Guillebeau, the be To the outside observer, it seems like they’ve won the career lottery—that by some stroke of luck or circumstance, they’ve found the one thing they love so much that it doesn’t even feel like work, and they’re getting paid well to do it. In reality, their good fortune has nothing to do with chance. There’s a method for finding your perfect job, and Chris Guillebeau, the bestselling author of The $100 Startup, has created a practical guide for how to do it—whethe rwithin a traditional company or business, or by striking out on your own. Finding the work you were “born to do” isn’t just about discovering your passion. Doing what brings you joy is great, but if you aren’t earning a living, it’s a hobby, not a career. And those who jump out of bed excited to go to work every morning don’t just have jobs that turn their passions into paychecks. They have jobs where they also can lose themselves for hours in the flow of meaningful work. This intersection of joy, money, and flow is what Guillebeau will help you find in this book. Through inspiring stories of those who have successfully landed their dream career, as well as actionable tools, exercises, and thought experiments, he’ll guide you through today’s…",https://books.toscrape.com/media/cache/9f/e7/9fe7f6432f216b166cb36f16130f20f6.jpg
https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,"Rich Dad, Poor Dad",Business,51.74,1,In stock,0,8486f61aa81a3daa,"Personal finance author and lecturer Robert T. Kiyosaki developed his unique economic perspective from two very different influences - his two fathers. One father (Robert's real father) was a highly educated man but fiscally poor. The other father was the father of Robert's best friend - that Dad was an eighth-grade drop-out who became a self-made multi-millionaire. The li Personal finance author and lecturer Robert T. Kiyosaki developed his unique economic perspective from two very different influences - his two fathers. One father (Robert's real father) was a highly educated man but fiscally poor. The other father was the father of Robert's best friend - that Dad was an eighth-grade drop-out who became a self-made multi-millionaire. The lifelong monetary problems experienced by his poor dad pounded home the counterpoint communicated by his rich dad. Taking that message to heart, Kiyosaki was able to retire at 47.",https://books.toscrape.com/media/cache/46/1c/461cf454be3aac0b4cd066247c892679.jpg
https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,36.91,1,In stock,0,a2308a936e898d48,"E-Myth 'e-,'mith n 1: the entrepreneurial myth: the myth that most people who start small businesses are entrepreneurs 2: the fatal assumption that an individual who understands the technical work of a business can successfully run a business that does that technical workVoted #1 business book by Inc. 500 CEOs.An instant classic, this revised and updated edition of the phenomenal bestseller dispels the myths about starting your own business. Small business consultant and author Michael E. Gerber, with sharp insight gained from years of experience, points out how common assumptions, expectations, and even technical expertise can get in the way of running a successful business.Gerber walks you through the steps in the life of a business—from entrepreneurial infancy through adolescent growing pains to the mature entrepreneurial perspective: the guiding light of all businesses that succeed—and shows how to apply the lessons of franchising to any business, whether or not it is a franchise. Most importantly, Gerber draws the vital, often overlooked distinction between working on your business and working in your business.The E-Myth Revisited will help you grow your business in a productive, assured way.",https://books.toscrape.com/media/cache/a5/7e/a57ef7bdbaf704fca07ab6dd125b54f9.jpg
https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,The Art of Startup Fundraising,Business,21.0,3,In stock,0,1c584f82a7a1c4f0,"The Art of Startup Fundraising takes a fresh look at raising money for startups, with a focus on the changing face of startup finance. New regulations are making the old go-to advice less relevant, as startup money is increasingly moving online. These new waters are all but uncharted—and founders need an accessible guide. This book helps you navigate the online world of st The Art of Startup Fundraising takes a fresh look at raising money for startups, with a focus on the changing face of startup finance. New regulations are making the old go-to advice less relevant, as startup money is increasingly moving online. These new waters are all but uncharted—and founders need an accessible guide. This book helps you navigate the online world of startup fundraising with easy-to-follow explanations and expert perspective on the new digital world of finance. You'll find tips and tricks on raising money and investing in startups from early stage to growth stage, and develop a clear strategy based on the new realities surrounding today's startup landscape.The finance world is in a massive state of flux. Changes are occurring at an increasing pace in all sectors, but few more intensely than the startup sphere. When the paradigm changes, your processes must change with it. This book shows you how startup funding works, with expert coaching toward the new rules on the field.-Learn how the JOBS Act impacts the fundraising model-Gain insight on startups from early stage to growth stage-Find the money you need to get your venture going-Craft your pitch and optimize the strategy-Build…",https://books.toscrape.com/media/cache/67/e8/67e81a7a82578a919a48816330836090.jpg
